"As a Compass user I want more real estate for my stage editor So that I can see everything I type into the editor without a lot of scrolling, even when my stage contains a lot of code.",COMPASS-3295,0,
As a Compass user I want to access examples for each stage So that I can immediately understand how to use the stage and its parameters.,COMPASS-3293,0,
As a Compass user I want a quick and discoverable access to export to language So that I can easily find it and I can take advantage of it to speed up my application development.,COMPASS-3292,0,
"As a Compass user I want to set sample size, number of docs in preview and maxTimeMS So that I have better control over how Compass is executing and displaying my pipeline.",COMPASS-3291,0,
As a Compass user I want to understand what the different UI controls do So that I know what is going to happen when I click on them.,COMPASS-3290,0,
"As a Compass user I want to be able to open collections in different tabs So that I have a quick way to switch from one collection from another, from one task to another",COMPASS-3289,0,
As a Compass user I want to be able to clone favorite connections So that I quickly create favorites for all my different environments.,COMPASS-3282,0,
As a Compass user I want information on how to connect to So that if I have difficulties with connecting to my database I can do a search and find what I need.,COMPASS-3279,0,
As a Compass user I want a simple connect experience So that I better understand what information I need to fill in for my connection.,COMPASS-3278,0,
As a Compass user I want to see if existing documents match or do not match the validation rules I am adding So that I can understand whether I am adding the right rules and whether my existing data would need some cleanup,COMPASS-3274,0,
As a Compass user I want to control validationLevel and validationAction for my validation rules So that I can configure validation according to my needs,COMPASS-3273,0,
"As a Compass user I want some help when writing my validation rules So that I don t need to remember the syntax of the validation operators, properties and their allowed values and the name of the fields of existing documents",COMPASS-3272,0,
"As a Compass user I want to see, create and modify schema validation rules for my collections so that I can guarantee that my data will always be in the shape I expect",COMPASS-3271,0,
Following the Database User View Tutorial I am not able to execute the step. This appears to be associated with a change in the packages needed and or referenced. The template files generated by Khaos do not match the general structure of the ones listed in the tutorial.,COMPASS-3210,0,
"Let s try if no stage selected and you paste into stage editor, the pipeline fills out. If messy, we ll re eval ",COMPASS-3086,0,
"The attached error message is not intuitive. The error occurs because the server is version 3.6 and not 4.0 and the agg operator was introduced in 4.0. However, the error message seems to suggest that a parsing error occurred in Compass. One way to improve these error messages would be to prepend a reference to the database server for those errors originating from the server. ",COMPASS-3069,0,
There does not appear to currently be the capability to all a collation to the document filtering of the Documents tab.,COMPASS-3054,0,
Add collation support to the aggregation pipeline builder. Add the collation field. Pass collation options when executing the stages. Pass collation options when executing a out ,COMPASS-3045,0,
"Feature request As a user who has documents with a large ish 100 number of keys, I want to be able to cmd F to search for the key Im looking for to check its value without having to scroll through reading over each key.",COMPASS-3003,0,
"When a user clicks on a very long string in the Compass document editor, the input widget is expanded and hides the field name of that string.",COMPASS-2968,0,
"Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when agg pipelines.",COMPASS-2889,0,
"Currently, the Agg Pipeline builder offers field autocompletion based on the collection selected for aggregation. I'd like to see this extended to the new fields defined in the project stages that precede any new stages that attempts to use them. See example attached.",COMPASS-2888,0,
Getting read ECONNRESET error message is not very helpful. It would be much better to indicate Enable SSL .,COMPASS-2877,0,
"According to Compass requires URI encoded special characters in database user passwords when connecting. Is this really true? if so, is there a way for us to not require this when connecting in Compass? In parallel I'd like to get Atlas to warn around encoding requirements in the URI in a UI validating when users use a special char ",COMPASS-2850,0,
"There are at least six different user actions that can lead to . Some other error messages are less overloaded, but possibly confusing in the absence of understanding the underlying exception that caused them.",COMPASS-2848,0,
"As a Compass user, I want to rename a collection.",COMPASS-2840,0,
As a Compass user I want to distinguish views from collections So that I easily understand what I am selecting in the sidebar or in the list of collections,COMPASS-2755,0,
As a Compass user I would like to export and import my favorite list so that other users may access the same hosts without having to type anything,COMPASS-2753,0,
"As a Compass user I would like to persist my list of favorites after a Compass version upgrade so that it is quicker for me to access hosts that I have saved before After trying to upgrade from 1.11 til 12.2, and afterwards to 1.33.0 beta 7, it seems this feature is not in the product. My favorites turn out blank after upgrade.",COMPASS-2752,0,
"This is a placeholder story to potentially flush out not specifying the read preference on the connection window, but allowing the user to change it once connected to the instance. Requested by Norberto.",COMPASS-2726,0,
"As a Compass user I want to install Compass Community via brew cask, like so ",COMPASS-2714,0,
"Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.",COMPASS-2710,0,
"As a new user, I want to generate sample data using a GUI instead of editing a JSON Schema document, in order to start using my currently empty database.",COMPASS-2643,0,
"As a new user, I want to generate sample data from a JSON schema, in order to start using my database.",COMPASS-2642,0,
Providing a version of Compass with the user interface translated to French would improve the user experience for corresponding users.,COMPASS-2570,0,
As a user I would like to duplicate a favorite so that it is quicker for me to use existing information as a starting point when creating a new favorite,COMPASS-2562,0,
"There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates so they are always running the latest version. Let s remove those options from the privacy menu.",COMPASS-2555,0,
Scope A simple link to Sign up for an Atlas cluster in the UI.,COMPASS-2522,0,
Use the logged in user context rather than prompt the user to reenter their un pwd.,COMPASS-2502,0,
As a product manager I want telemetry in the agg pipeline builder so I can see how our customers use the interface. Interesting questions to ask How long was spent building the pipeline? How many stages was the pipeline? What are the most frequently used stages? What are some common mistakes made? What is the size of the sample set by users? How often does someone get stuck writing a pipeline fail to create a valid pipeline?,COMPASS-2499,0,
Let s get on the latest version of React 16.3.2 ,COMPASS-2495,0,
"The customer indicates that they can create connections fine and also save these as favorites. When they restart Compass they can see both their recent connections and saved favourites in the left hand panel as expected. However, when they log out of their Windows server and back in again their favorites and recent connections do not persist. I understand that these are saved in and they are not stored as file on disk at present.",COMPASS-2445,0,
Product acceptance criteria Create a new menu item in Compass Community only Menu item should be in Help Menu View License Agreement Clicking the link loads an external browser and takes you to the website with the license agreement link to be provided .,COMPASS-2437,0,
As a user I am confused between when the reset button takes the place of the Analyze button and I find myself hitting refresh by mistake when I really want to analyze.,COMPASS-2406,0,
"As a user I find the arrow in the json editor too small to click, please make it bigger.",COMPASS-2405,0,
As a user I am confused between the history icon and the refresh icon and I keep clicking history thinking its refresh.,COMPASS-2403,0,
As a user I would like to see the time it took to execute a query when the documents view loads.,COMPASS-2390,0,
As a user with large documents I would like to have my documents collapsed to their ObjectID s by default and then click to expand to see the whole document so that I can make the most of my screen real estate.,COMPASS-2387,0,
As a user with large documents I want to provide a filter or project before the documents view populates for speed and performance.,COMPASS-2386,0,
As an SA I would like to remove individual entries from my recent connections list so that I can remove previous customer hostnames when demoing at other customers.,COMPASS-2384,0,
As a developer I want to copy a document to clipboard as json so I can share the document with other members on my team and or compare it with the output from my application.,COMPASS-2383,0,
As a developer I want to insert a new document as JSON.,COMPASS-2380,0,
As a user I want to be able to write a note or description on a field name in the schema view so I can quickly understand and reference what it means later on.,COMPASS-2377,0,
As a user I want to use a scroll bar to scroll the license agreement so I can click the Agree button.,COMPASS-2340,0,
As a new user I want a quick way to seed a new mongodb database so I can play around with test data.,COMPASS-2313,0,
"As a user I want to provide dns entries to whitelist in the Compass Content Security Policy, so I may access data from locations not currently allowed in Compass.",COMPASS-2298,0,
As a brand new user I would like to get started with an Atlas instance as quickly as possible.,COMPASS-2285,0,
As a user I want to quickly and easily see all the Compass windows I have open so I can switch to the other collection I am working on.,COMPASS-2283,0,
As a user I want to execute a query without leaving my keyboard so I can be more agile and not have to use the mouse.,COMPASS-2282,0,
As a user I want to refresh my documents list from the keyboard so that I can Stick to a workflow I am familiar with Be more agile at the keyboard Not have to use my mouse,COMPASS-2281,0,
As a developer I want to understand what each pipeline operator does so I don t have to google for an explanation.,COMPASS-2272,0,
"As a user, I want Compass to log 3rd party plugin plugin actions that may be a risk to security, in order to audit what plugins are doing and potentially disable them.",COMPASS-2266,0,
"As a user I want to be informed about what plugins are trying to do and either authorize or deny those actions, in order to control the security of my Compass instance.",COMPASS-2265,0,
As a user I want to opt in to the use of 3rd party plugins so that I am awareness and consenting when I install a 3rd party plugin from other vendors and so I can be sure that the default Compass plugins are secure and provided by MongoDB.,COMPASS-2264,0,
"Hi, I m trying to use the following projection This works in the shell, but not in Compass. The UI element doesn t validate this projection statement stays red . Is this by design?",COMPASS-2181,0,
As a product manager I want to survey users for NPS as they use the app so that I can maximise the response rate and not distract the user from their current context using Compass .,COMPASS-2130,0,
As a Compass user I want to install Compass in a certain directory so that I abide by my organisation s security policy.,COMPASS-2053,0,
As an Ops team member I want to script installs of Compass across many machines so I can deploy Compass on laptops of new employees install widely across my organization . ,COMPASS-2052,0,
"As a developer, I want Compass to show date values in server time and not converted to the local laptop time so that I confirm that my application is saving dates correctly.",COMPASS-115,0,
Import update buttons when an import completes,COMPASS-3949,1,
Import refresh documents view when an import completes,COMPASS-3948,1,
Import CSV select types,COMPASS-3947,1,
Select fields when exporting CSV,COMPASS-3852,1,
Select fields when exporting a collection,COMPASS-3851,1,
Import Export entry points,COMPASS-3830,1,
Import CSV select fields,COMPASS-3826,1,
Create multiple documents at once in JSON mode,COMPASS-3719,1,
Create a single document in JSON mode,COMPASS-3718,1,
JSON Mode for Compass,COMPASS-3717,1,
Display of encrypted fields,COMPASS-3645,1,
Create a View from an aggregation pipeline,COMPASS-3523,1,
Full screen stage editor,COMPASS-3295,1,
Links to stage examples,COMPASS-3293,1,
Export to language discoverability,COMPASS-3292,1,
validationlevel And validationaction Support,COMPASS-3273,1,
"As a Compass user without npm experience, I would like to build plugins using the tutorials in the documentation.",COMPASS-3210,1,
Enforce maxTimeMS for every query sent to the server,COMPASS-3157,1,
"As a user, I would like an improved experience when pasting pre existing Aggregation Pipelines.",COMPASS-3086,1,
"As a user, I would like an improved data import export experience.",COMPASS-3085,1,
"For a developer, aggregation pipeline error messages from the server could be more intuitive",COMPASS-3069,1,
"As a user, I would like to use collations when I filter collections",COMPASS-3054,1,
Support Collation in Agg Pipeline Builder,COMPASS-3045,1,
Use Cmd F to find field name to check value,COMPASS-3003,1,
"As a user, the disappearance of the field name when editing long strings is disorienting",COMPASS-2968,1,
"As a Compass user, I would like the zero state experience to be similar to the experiences in other MongoDB Products.",COMPASS-2962,1,
Agg Pipeline Builder Create an icon to create insert a new stage inplace,COMPASS-2889,1,
Agg pipeline builder to autocompolete newly defined fields,COMPASS-2888,1,
Make connection error messaging more helpful,COMPASS-2877,1,
URI encoding required for password with special characters?,COMPASS-2850,1,
"As a new Compass Atlas user but long time IT specialist, I need the ability to troubleshoot connection problems in complex networking environments.",COMPASS-2848,1,
Explicitly indicate a view,COMPASS-2755,1,
Export and import favorite list,COMPASS-2753,1,
As a user I would like to persist favorites after upgrade,COMPASS-2752,1,
Don t Specify Read Preference on Connection,COMPASS-2726,1,
"As a Compass user, I need the chat button to not obscure the Update , Delete buttons required for CRUD operations",COMPASS-2721,1,
As a Compass user I want to install Compass Community via brew cask,COMPASS-2714,1,
"As an enterprise Compass user in a regulated industry, I need to use Compass without any outbound connections to MongoDB or third parties",COMPASS-2710,1,
As a user I want to copy the constructed query in the language targeted for export to my clipboard,COMPASS-2693,1,
As a user I want to see my extended JSON query alongside the constructed query in the language targeted for export,COMPASS-2692,1,
As a user I want to see the current language version for the constructed query in the language targeted for export,COMPASS-2691,1,
As a user I want to see the current driver version alongside the constructed query in the language targeted for export,COMPASS-2690,1,
As a user I want to export my extended JSON query from Compass into Java syntax,COMPASS-2689,1,
As a user I want to export my extended JSON query from Compass into C syntax,COMPASS-2688,1,
As a user I want to export my extended JSON query from Compass into Python syntax,COMPASS-2686,1,
As a user I want to export my extended JSON query from Compass into MongoDB Shell syntax,COMPASS-2685,1,
As a user I see a warning info banner explaining why my constructed query includes only my aggregation stages and not the additional aggregation syntax in my driver,COMPASS-2684,1,
As a user I want to export the stages from my constructed aggregation pipeline on the aggregation view,COMPASS-2683,1,
"As a user I see a warning info banner explaining why my constructed PROJECT, SORT, SKIP, LIMIT options are not included as part of the exported query",COMPASS-2682,1,
As a user I want to export my constructed FIND expression from the querybar on the schema view,COMPASS-2681,1,
As a user I want to export my constructed FIND expression from the querybar on the documents view,COMPASS-2680,1,
As a user I want to specify the number of documents to generate from my created schema,COMPASS-2665,1,
As a user I want to import a JSON schema from MongoDB Docs bundled within Compass,COMPASS-2664,1,
As a user I want to import a JSON schema from my file system,COMPASS-2663,1,
As a user I want duplicate my schema saved in Compass,COMPASS-2662,1,
As a user I want to edit my schema s metadata as saved in Compass,COMPASS-2661,1,
As a user I want to delete my saved schema from Compass,COMPASS-2660,1,
As a user I want to copy my created schema to my clipboard as a JSON document,COMPASS-2659,1,
As a user I want to export my created schema to file system as JSON schema document,COMPASS-2658,1,
As a user I want to see a list of all my saved schemas,COMPASS-2657,1,
As a user I want to save my created schema to Compass,COMPASS-2656,1,
As a user I want to see 1 sample document preview as I edit my JSON GUI schema,COMPASS-2655,1,
As a user I want my created GUI schema and or my created JSON schema to stay in sync,COMPASS-2654,1,
As a user I want to perform field level actions on my created GUI schema,COMPASS-2653,1,
As a user I want to create a new GUI schema for my empty collection,COMPASS-2652,1,
As a user I want to create a new JSON schema for my empty collection,COMPASS-2651,1,
As A New User I Want To Generate Sample Data Using A GUI,COMPASS-2643,1,
As A New User I Want To Generate Sample Data From A JSON Schema,COMPASS-2642,1,
For MongoDB 4.0 perform ,COMPASS-2582,1,
As a user I want support for binary subtype UUID,COMPASS-2572,1,
As a French speaking Compass user I would prefer the user interface to use French instead of English,COMPASS-2570,1,
As a user I would like to duplicate a favorite,COMPASS-2562,1,
Community Remove ability to toggle usage stats and auto updates on off,COMPASS-2555,1,
As a developer I want to export my query to .NET,COMPASS-2523,1,
As a product manager I would like to funnel more people to our Atlas business,COMPASS-2522,1,
"As a user who has logged in via kerberos, I want Compass to be a fully a kerberized application",COMPASS-2502,1,
As a mac user I want to install the latest copy of Compass with Homebrew,COMPASS-2500,1,
As a product manager I want telemetry in the agg pipeline builder,COMPASS-2499,1,
As a user I want to write and enforce JSON Schema on my documents,COMPASS-2498,1,
Upgrade to React 16.3.2,COMPASS-2495,1,
As a developer I want to export my query to Python,COMPASS-2487,1,
As a developer I want to export my query to Node.js syntax,COMPASS-2486,1,
As a developer I want to export my query to Java syntax,COMPASS-2485,1,
As a user I am confused if I can enter multiple replica members in the connect window,COMPASS-2467,1,
As a user I am unsatisfied with how autocomplete in the query bar works,COMPASS-2454,1,
As a user I want to persist favorites and recent connections to somewhere other than local storage,COMPASS-2445,1,
As a user I want to view the EULA in Compass Community so that I can prove to my organization that I m using free software,COMPASS-2437,1,
As a user I want to see my collection header update when I click refresh so that I can correlate the number of new documents in a collection with the document refresh button avoid confusion ,COMPASS-2435,1,
As an ops person I want to see chunk distribution of a sharded cluster,COMPASS-2433,1,
As a user I am confused between when the reset button takes the place of the Analyze button,COMPASS-2406,1,
As a user I find the arrow in the json editor too small to click,COMPASS-2405,1,
As a user I am confused between the history icon and the refresh icon,COMPASS-2403,1,
As a user I would like to see the time it took to execute a query when the documents view loads,COMPASS-2390,1,
As a user with large documents I would like to have my documents collapsed to their ObjectID s by default,COMPASS-2387,1,
As a user with large documents I want to provide a filter or project before the documents view populates,COMPASS-2386,1,
As an SA I would like to remove individual entries from my recent connections list,COMPASS-2384,1,
As a developer I want to copy a document to clipboard as json,COMPASS-2383,1,
As a user I would like visual feedback when executing queries,COMPASS-2381,1,
As a developer I want to insert a new document as JSON,COMPASS-2380,1,
As a user I want to be able to write a note or description on a field name in the schema view,COMPASS-2377,1,
As a user I want to use a scroll bar to scroll the license agreement,COMPASS-2340,1,
As a new user I want a quick way to seed a new mongodb database,COMPASS-2313,1,
User Provided DNS Whitelisting,COMPASS-2298,1,
As a brand new user I would like to get started with an Atlas instance as quickly as possible,COMPASS-2285,1,
As a user I want to quickly and easily see all the Compass windows I have open,COMPASS-2283,1,
As a user I want to execute a query without leaving my keyboard,COMPASS-2282,1,
As a user I want to refresh my documents list from the keyboard,COMPASS-2281,1,
As a developer I want to understand what each pipeline operator does,COMPASS-2272,1,
As a user I want Compass to log 3rd party plugin actions audit trail ,COMPASS-2266,1,
As a user I want to be informed about what plugins are trying to do,COMPASS-2265,1,
As a user I want to opt in to using 3rd party plugins,COMPASS-2264,1,
As a developer I want to use elemMatch,COMPASS-2181,1,
As a product manager I want to survey users for NPS as they use the app,COMPASS-2130,1,
As a Windows user I want to specify Compass s installation directory,COMPASS-2053,1,
As an Ops team member I want to script installs of Compass,COMPASS-2052,1,
As a developer I want to show dates in server time and not local laptop time,COMPASS-115,1,
