"id","title","role","means","ends","highlight","kind","subkind","severity","false_positive"
17107,"There does not appear to currently be the capability to all a collation to the document filtering of the Documents tab.",NULL,"There does not appear to currently be the capability to all a collation to the document filtering of the Documents tab.",NULL,"Add for who this story is","well_formed","no_role","high",False
17109,"Feature request As a user who has documents with a large ish 100 number of keys, I want to be able to cmd F to search for the key Im looking for to check its value without having to scroll through reading over each key.",NULL,"Feature request As a user who has documents with a large ish 100 number of keys, I want to be able to cmd F to search for the key Im looking for to check its value without having to scroll through reading over each key.",NULL,"Add for who this story is","well_formed","no_role","high",False
17109,"Feature request As a user who has documents with a large ish 100 number of keys, I want to be able to cmd F to search for the key Im looking for to check its value without having to scroll through reading over each key.",NULL,"Feature request As a user who has documents with a large ish 100 number of keys, I want to be able to cmd F to search for the key Im looking for to check its value without having to scroll through reading over each key.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17111,"Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when authoring debugging agg pipelines.",NULL,"Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when authoring debugging agg pipelines.",NULL,"Add for who this story is","well_formed","no_role","high",False
17111,"Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when authoring debugging agg pipelines.",NULL,"Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when authoring debugging agg pipelines.",NULL,"Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling<span class='highlight-text severity-high'> and </span>also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when authoring debugging agg pipelines.","atomic","conjunctions","high",False
17105,"Let's try if no stage selected and you paste into stage editor, the pipeline fills out. If messy, we'll re eval !agg paste pipeline.png width 600!",NULL,"Let's try if no stage selected and you paste into stage editor, the pipeline fills out. If messy, we'll re eval !agg paste pipeline.png width 600!",NULL,"Let's try if no stage selected<span class='highlight-text severity-high'> and </span>you paste into stage editor, the pipeline fills out. If messy, we'll re eval !agg paste pipeline.png width 600!","atomic","conjunctions","high",False
17105,"Let's try if no stage selected and you paste into stage editor, the pipeline fills out. If messy, we'll re eval !agg paste pipeline.png width 600!",NULL,"Let's try if no stage selected and you paste into stage editor, the pipeline fills out. If messy, we'll re eval !agg paste pipeline.png width 600!",NULL,"Let's try if no stage selected and you paste into stage editor, the pipeline fills out<span class='highlight-text severity-high'>. If messy, we'll re eval !agg paste pipeline.png width 600!</span>","minimal","punctuation","high",False
17108,"Add collation support to the aggregation pipeline builder. Add the collation field. Pass collation options when executing the stages. Pass collation options when executing a out https mongodb.invisionapp.com share ZSMFJZ4DHKY screens 309739115 Design 04 1280px Option A",NULL,"Add collation support to the aggregation pipeline builder. Add the collation field. Pass collation options when executing the stages. Pass collation options when executing a out https mongodb.invisionapp.com share ZSMFJZ4DHKY screens 309739115 Design 04 1280px Option A",NULL,"Add for who this story is","well_formed","no_role","high",False
17108,"Add collation support to the aggregation pipeline builder. Add the collation field. Pass collation options when executing the stages. Pass collation options when executing a out https mongodb.invisionapp.com share ZSMFJZ4DHKY screens 309739115 Design 04 1280px Option A",NULL,"Add collation support to the aggregation pipeline builder. Add the collation field. Pass collation options when executing the stages. Pass collation options when executing a out https mongodb.invisionapp.com share ZSMFJZ4DHKY screens 309739115 Design 04 1280px Option A",NULL,"Add collation support to the aggregation pipeline builder<span class='highlight-text severity-high'>. Add the collation field. Pass collation options when executing the stages. Pass collation options when executing a out https mongodb.invisionapp.com share ZSMFJZ4DHKY screens 309739115 Design 04 1280px Option A</span>","minimal","punctuation","high",False
17114,"According to https davepotts.software 2018 05 14 azure cosmosdb is too expensive for experimenting alternative mongodb atlas Compass requires URI encoded special characters in database user passwords when connecting. Is this really true? if so, is there a way for us to not require this when connecting in Compass? In parallel I'd like to get Atlas to warn around encoding requirements in the URI in a UI validating when users use a special char",NULL,"According to https davepotts.","software 2018 05 14 azure cosmosdb is too expensive for experimenting alternative mongodb atlas Compass requires URI encoded special characters in database user passwords when connecting. Is this really true? if so, is there a way for us to not require this when connecting in Compass? In parallel I'd like to get Atlas to warn around encoding requirements in the URI in a UI validating when users use a special char","Add for who this story is","well_formed","no_role","high",False
17111,"Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when authoring debugging agg pipelines.",NULL,"Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when authoring debugging agg pipelines.",NULL,"Add a plus button next to the Delete button for each stage<span class='highlight-text severity-high'>. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when authoring debugging agg pipelines.</span>","minimal","punctuation","high",False
17110,"When a user clicks on a very long string in the Compass document editor, the input widget is expanded and hides the field name of that string.",NULL,"When a user clicks on a very long string in the Compass document editor, the input widget is expanded and hides the field name of that string.",NULL,"Add for who this story is","well_formed","no_role","high",False
17110,"When a user clicks on a very long string in the Compass document editor, the input widget is expanded and hides the field name of that string.",NULL,"When a user clicks on a very long string in the Compass document editor, the input widget is expanded and hides the field name of that string.",NULL,"When a user clicks on a very long string in the Compass document editor, the input widget is expanded<span class='highlight-text severity-high'> and </span>hides the field name of that string.","atomic","conjunctions","high",False
17106,"The attached error message is not intuitive. The error occurs because the server is version 3.6 and not 4.0 and the agg operator was introduced in 4.0. However, the error message seems to suggest that a parsing error occurred in Compass. Unrecognized expression toInt One way to improve these error messages would be to prepend a reference to the database server for those errors originating from the server. Database server reported the error Unrecognized expression toInt",NULL,"The attached error message is not intuitive. The error occurs because the server is version 3.6 and not 4.0 and the agg operator was introduced in 4.0. However, the error message seems to suggest that a parsing error occurred in Compass. Unrecognized expression toInt One way to improve these error messages would be to prepend a reference to the database server for those errors originating from the server. Database server reported the error Unrecognized expression toInt",NULL,"Add for who this story is","well_formed","no_role","high",False
17106,"The attached error message is not intuitive. The error occurs because the server is version 3.6 and not 4.0 and the agg operator was introduced in 4.0. However, the error message seems to suggest that a parsing error occurred in Compass. Unrecognized expression toInt One way to improve these error messages would be to prepend a reference to the database server for those errors originating from the server. Database server reported the error Unrecognized expression toInt",NULL,"The attached error message is not intuitive. The error occurs because the server is version 3.6 and not 4.0 and the agg operator was introduced in 4.0. However, the error message seems to suggest that a parsing error occurred in Compass. Unrecognized expression toInt One way to improve these error messages would be to prepend a reference to the database server for those errors originating from the server. Database server reported the error Unrecognized expression toInt",NULL,"The attached error message is not intuitive. The error occurs because the server is version 3.6<span class='highlight-text severity-high'> and </span>not 4.0 and the agg operator was introduced in 4.0. However, the error message seems to suggest that a parsing error occurred in Compass. Unrecognized expression toInt One way to improve these error messages would be to prepend a reference to the database server for those errors originating from the server. Database server reported the error Unrecognized expression toInt","atomic","conjunctions","high",False
17106,"The attached error message is not intuitive. The error occurs because the server is version 3.6 and not 4.0 and the agg operator was introduced in 4.0. However, the error message seems to suggest that a parsing error occurred in Compass. Unrecognized expression toInt One way to improve these error messages would be to prepend a reference to the database server for those errors originating from the server. Database server reported the error Unrecognized expression toInt",NULL,"The attached error message is not intuitive. The error occurs because the server is version 3.6 and not 4.0 and the agg operator was introduced in 4.0. However, the error message seems to suggest that a parsing error occurred in Compass. Unrecognized expression toInt One way to improve these error messages would be to prepend a reference to the database server for those errors originating from the server. Database server reported the error Unrecognized expression toInt",NULL,"The attached error message is not intuitive<span class='highlight-text severity-high'>. The error occurs because the server is version 3.6 and not 4.0 and the agg operator was introduced in 4.0. However, the error message seems to suggest that a parsing error occurred in Compass. Unrecognized expression toInt One way to improve these error messages would be to prepend a reference to the database server for those errors originating from the server. Database server reported the error Unrecognized expression toInt</span>","minimal","punctuation","high",False
17112,"Currently, the Agg Pipeline builder offers field autocompletion based on the collection selected for aggregation. I'd like to see this extended to the new fields defined in the project stages that precede any new stages that attempts to use them. See example attached.",NULL,"Currently, the Agg Pipeline builder offers field autocompletion based on the collection selected for aggregation. I'd like to see this extended to the new fields defined in the project stages that precede any new stages that attempts to use them. See example attached.",NULL,"Add for who this story is","well_formed","no_role","high",False
17112,"Currently, the Agg Pipeline builder offers field autocompletion based on the collection selected for aggregation. I'd like to see this extended to the new fields defined in the project stages that precede any new stages that attempts to use them. See example attached.",NULL,"Currently, the Agg Pipeline builder offers field autocompletion based on the collection selected for aggregation. I'd like to see this extended to the new fields defined in the project stages that precede any new stages that attempts to use them. See example attached.",NULL,"Currently, the Agg Pipeline builder offers field autocompletion based on the collection selected for aggregation<span class='highlight-text severity-high'>. I'd like to see this extended to the new fields defined in the project stages that precede any new stages that attempts to use them. See example attached.</span>","minimal","punctuation","high",False
17113,"Getting read ECONNRESET error message is not very helpful. It would be much better to indicate Enable SSL .",NULL,"Getting read ECONNRESET error message is not very helpful. It would be much better to indicate Enable SSL .",NULL,"Add for who this story is","well_formed","no_role","high",False
17113,"Getting read ECONNRESET error message is not very helpful. It would be much better to indicate Enable SSL .",NULL,"Getting read ECONNRESET error message is not very helpful. It would be much better to indicate Enable SSL .",NULL,"Getting read ECONNRESET error message is not very helpful<span class='highlight-text severity-high'>. It would be much better to indicate Enable SSL .</span>","minimal","punctuation","high",False
17118,"As a Compass user I would like to export and import my favorite list so that other users may access the same hosts without having to type anything","As a Compass user","I would like to export and import my favorite list","so that other users may access the same hosts without having to type anything","As a Compass user I would like to export<span class='highlight-text severity-high'> and </span>import my favorite list so that other users may access the same hosts without having to type anything","atomic","conjunctions","high",False
17118,"As a Compass user I would like to export and import my favorite list so that other users may access the same hosts without having to type anything","As a Compass user","I would like to export and import my favorite list","so that other users may access the same hosts without having to type anything","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17115,"There are at least six different user actions that can lead to MongoDB not running on the provided host and port . Some other error messages are less overloaded, but possibly confusing in the absence of understanding the underlying exception that caused them.",NULL,"There are at least six different user actions that can lead to MongoDB not running on the provided host and port . Some other error messages are less overloaded, but possibly confusing in the absence of understanding the underlying exception that caused them.",NULL,"Add for who this story is","well_formed","no_role","high",False
17115,"There are at least six different user actions that can lead to MongoDB not running on the provided host and port . Some other error messages are less overloaded, but possibly confusing in the absence of understanding the underlying exception that caused them.",NULL,"There are at least six different user actions that can lead to MongoDB not running on the provided host and port . Some other error messages are less overloaded, but possibly confusing in the absence of understanding the underlying exception that caused them.",NULL,"There are at least six different user actions that can lead to MongoDB not running on the provided host and port <span class='highlight-text severity-high'>. Some other error messages are less overloaded, but possibly confusing in the absence of understanding the underlying exception that caused them.</span>","minimal","punctuation","high",False
17125,"As a new user, I want to generate sample data from a JSON schema, in order to start using my database.","As a new user,","I want to generate sample data from a JSON schema,","in order to start using my database.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17120,"This is a placeholder story to potentially flush out not specifying the read preference on the connection window, but allowing the user to change it once connected to the instance. Requested by Norberto.",NULL,"This is a placeholder story to potentially flush out not specifying the read preference on the connection window, but allowing the user to change it once connected to the instance. Requested by Norberto.",NULL,"Add for who this story is","well_formed","no_role","high",False
17120,"This is a placeholder story to potentially flush out not specifying the read preference on the connection window, but allowing the user to change it once connected to the instance. Requested by Norberto.",NULL,"This is a placeholder story to potentially flush out not specifying the read preference on the connection window, but allowing the user to change it once connected to the instance. Requested by Norberto.",NULL,"This is a placeholder story to potentially flush out not specifying the read preference on the connection window, but allowing the user to change it once connected to the instance<span class='highlight-text severity-high'>. Requested by Norberto.</span>","minimal","punctuation","high",False
17124,"As a new user, I want to generate sample data using a GUI instead of editing a JSON Schema document, in order to start using my currently empty database.","As a new user,","I want to generate sample data using a GUI instead of editing a JSON Schema document,","in order to start using my currently empty database.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17121,"See comments",NULL,"See comments",NULL,"Add for who this story is","well_formed","no_role","high",False
17119,"As a Compass user I would like to persist my list of favorites after a Compass version upgrade so that it is quicker for me to access hosts that I have saved before After trying to upgrade from 1.11 til 12.2, and afterwards to 1.33.0 beta 7, it seems this feature is not in the product. My favorites turn out blank after upgrade.","As a Compass user","I would like to persist my list of favorites after a Compass version upgrade","so that it is quicker for me to access hosts that I have saved before After trying to upgrade from 1.11 til 12.2, and afterwards to 1.33.0 beta 7, it seems this feature is not in the product. My favorites turn out blank after upgrade.","As a Compass user I would like to persist my list of favorites after a Compass version upgrade so that it is quicker for me to access hosts that I have saved before After trying to upgrade from 1<span class='highlight-text severity-high'>.11 til 12.2, and afterwards to 1.33.0 beta 7, it seems this feature is not in the product. My favorites turn out blank after upgrade.</span>","minimal","punctuation","high",False
17119,"As a Compass user I would like to persist my list of favorites after a Compass version upgrade so that it is quicker for me to access hosts that I have saved before After trying to upgrade from 1.11 til 12.2, and afterwards to 1.33.0 beta 7, it seems this feature is not in the product. My favorites turn out blank after upgrade.","As a Compass user","I would like to persist my list of favorites after a Compass version upgrade","so that it is quicker for me to access hosts that I have saved before After trying to upgrade from 1.11 til 12.2, and afterwards to 1.33.0 beta 7, it seems this feature is not in the product. My favorites turn out blank after upgrade.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17122,"As a Compass user I want to install Compass Community via brew cask, like so brew cask install mongodb compass","As a Compass user","I want to install Compass Community via brew cask, like","so brew cask install mongodb compass","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17123,"Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.",NULL,"Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.",NULL,"Add for who this story is","well_formed","no_role","high",False
17123,"Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.",NULL,"Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.",NULL,"Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions<span class='highlight-text severity-high'>. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.</span>","minimal","punctuation","high",False
17150,"As a new user I want a quick way to seed a new mongodb database so I can play around with test data.","As a new user","I want a quick way to seed a new mongodb database","so I can play around with test data.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17151,"As a user I want to provide dns entries to whitelist in the Compass Content Security Policy, so I may access data from locations not currently allowed in Compass.","As a user","I want to provide dns entries to whitelist in the Compass Content Security Policy,","so I may access data from locations not currently allowed in Compass.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17152,"As a brand new user I would like to get started with an Atlas instance as quickly as possible.","As a brand new user","I would like to get started with an Atlas instance as quickly as possible.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17148,"As a user I want to be able to write a note or description on a field name in the schema view so I can quickly understand and reference what it means later on.","As a user","I want to be able to write a note or description on a field name in the schema view","so I can quickly understand and reference what it means later on.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17149,"As a user I want to use a scroll bar to scroll the license agreement so I can click the Agree button.","As a user","I want to use a scroll bar to scroll the license agreement","so I can click the Agree button.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17160,"Hi, I'm trying to use the following projection id 0,'fields.key' 0, 'fields' elemMatch 'key' eq 'Agreement Number' This works in the shell, but not in Compass. The UI element doesn't validate this projection statement stays red . Is this by design?",NULL,"Hi, I'm trying to use the following projection id 0,'fields.key' 0, 'fields' elemMatch 'key' eq 'Agreement Number' This works in the shell, but not in Compass. The UI element doesn't validate this projection statement stays red . Is this by design?",NULL,"Add for who this story is","well_formed","no_role","high",False
17160,"Hi, I'm trying to use the following projection id 0,'fields.key' 0, 'fields' elemMatch 'key' eq 'Agreement Number' This works in the shell, but not in Compass. The UI element doesn't validate this projection statement stays red . Is this by design?",NULL,"Hi, I'm trying to use the following projection id 0,'fields.key' 0, 'fields' elemMatch 'key' eq 'Agreement Number' This works in the shell, but not in Compass. The UI element doesn't validate this projection statement stays red . Is this by design?",NULL,"Hi, I'm trying to use the following projection id 0,'fields<span class='highlight-text severity-high'>.key' 0, 'fields' elemMatch 'key' eq 'Agreement Number' This works in the shell, but not in Compass. The UI element doesn't validate this projection statement stays red . Is this by design?</span>","minimal","punctuation","high",False
17153,"As a user I want to quickly and easily see all the Compass windows I have open so I can switch to the other collection I am working on.","As a user","I want to quickly and easily see all the Compass windows I have open","so I can switch to the other collection I am working on.","As a user I want to quickly<span class='highlight-text severity-high'> and </span>easily see all the Compass windows I have open so I can switch to the other collection I am working on.","atomic","conjunctions","high",False
17153,"As a user I want to quickly and easily see all the Compass windows I have open so I can switch to the other collection I am working on.","As a user","I want to quickly and easily see all the Compass windows I have open","so I can switch to the other collection I am working on.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17154,"As a user I want to execute a query without leaving my keyboard so I can be more agile and not have to use the mouse.","As a user","I want to execute a query without leaving my keyboard","so I can be more agile and not have to use the mouse.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17156,"As a developer I want to understand what each pipeline operator does so I don t have to google for an explanation.","As a developer","I want to understand what each pipeline operator does","so I don t have to google for an explanation.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17157,"As a user, I want Compass to log 3rd party plugin plugin actions that may be a risk to security, in order to audit what plugins are doing and potentially disable them.","As a user,","I want Compass to log 3rd party plugin plugin actions that may be a risk to security,","in order to audit what plugins are doing and potentially disable them.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17158,"As a user I want to be informed about what plugins are trying to do and either authorize or deny those actions, in order to control the security of my Compass instance.","As a user","I want to be informed about what plugins are trying to do and either authorize or deny those actions,","in order to control the security of my Compass instance.","As a user I want to be informed about what plugins are trying to do<span class='highlight-text severity-high'> and </span>either authorize<span class='highlight-text severity-high'> or </span>deny those actions, in order to control the security of my Compass instance.","atomic","conjunctions","high",False
17158,"As a user I want to be informed about what plugins are trying to do and either authorize or deny those actions, in order to control the security of my Compass instance.","As a user","I want to be informed about what plugins are trying to do and either authorize or deny those actions,","in order to control the security of my Compass instance.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17159,"As a user I want to opt in to the use of 3rd party plugins so that I am awareness and consenting when I install a 3rd party plugin from other vendors and so I can be sure that the default Compass plugins are secure and provided by MongoDB.","As a user","I want to opt in to the use of 3rd party plugins","so that I am awareness and consenting when I install a 3rd party plugin from other vendors and so I can be sure that the default Compass plugins are secure and provided by MongoDB.","As a user I want to opt in to the use of 3rd party plugins<span class='highlight-text severity-high'> so that </span>I am awareness and consenting when I install a 3rd party plugin from other vendors and<span class='highlight-text severity-high'> so </span>I can be sure that the default Compass plugins are secure and provided by MongoDB.","minimal","indicator_repetition","high",False
17163,"As an Ops team member I want to script installs of Compass across many machines so I can deploy Compass on laptops of new employees install widely across my organization . Product","As an Ops team member","I want to script installs of Compass across many machines","so I can deploy Compass on laptops of new employees install widely across my organization . Product","As an Ops team member I want to script installs of Compass across many machines so I can deploy Compass on laptops of new employees install widely across my organization <span class='highlight-text severity-high'>. Product</span>","minimal","punctuation","high",False
17163,"As an Ops team member I want to script installs of Compass across many machines so I can deploy Compass on laptops of new employees install widely across my organization . Product","As an Ops team member","I want to script installs of Compass across many machines","so I can deploy Compass on laptops of new employees install widely across my organization . Product","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17088,"As a Compass user I want to see the details of a View when I select it So that I can easily understand that it is a View and I can see what collection it is based on see the documents that are in the View and run queries and aggregations on top of it","As a Compass user","I want to see the details of a View when I select it","So that I can easily understand that it is a View and I can see what collection it is based on see the documents that are in the View and run queries and aggregations on top of it","As a Compass user<span class='highlight-text severity-high'> I want to </span>see the details of a View when I select it So that I can easily understand that it is a View and<span class='highlight-text severity-high'> I can </span>see what collection it is based on see the documents that are in the View and run queries and aggregations on top of it","minimal","indicator_repetition","high",False
17072,"As a Compass user I want the buttons to update when an import completes So that I don't accidentally import duplicate data into my collection","As a Compass user","I want the buttons to update when an import completes","So that I don't accidentally import duplicate data into my collection","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17074,"As a Compass user I want to specify types for the fields I want to import from CSV So that I can control the schema of data I want to have in my collection","As a Compass user","I want to specify types for the fields I want to import from CSV","So that I can control the schema of data I want to have in my collection","As a Compass user<span class='highlight-text severity-high'> I want to </span>specify types for the fields<span class='highlight-text severity-high'> I want to </span>import from CSV So that I can control the schema of data<span class='highlight-text severity-high'> I want to </span>have in my collection","minimal","indicator_repetition","high",False
17073,"As a Compass user I want the documents view to refresh when an import completes So that I can immediately interact with the new data imported into my collection and I am reassured that the import actually happened","As a Compass user","I want the documents view to refresh when an import completes","So that I can immediately interact with the new data imported into my collection and I am reassured that the import actually happened","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
17075,"As a Compass user I want to select the fields that will be written into the exported JSON or CSV file So that I only export what is needed and I can keep the file small","As a Compass user","I want to select the fields that will be written into the exported JSON or CSV file","So that I only export what is needed and I can keep the file small","As a Compass user<span class='highlight-text severity-high'> I want to </span>select the fields that will be written into the exported JSON or CSV file So that I only export what is needed and<span class='highlight-text severity-high'> I can </span>keep the file small","minimal","indicator_repetition","high",False
17093,"As a Compass user I want a quick and discoverable access to export to language So that I can easily find it and I can take advantage of it to speed up my application development.","As a Compass user","I want a quick and discoverable access to export to language","So that I can easily find it and I can take advantage of it to speed up my application development.","As a Compass user I want a quick<span class='highlight-text severity-high'> and </span>discoverable access to export to language So that I can easily find it and I can take advantage of it to speed up my application development.","atomic","conjunctions","high",False
17093,"As a Compass user I want a quick and discoverable access to export to language So that I can easily find it and I can take advantage of it to speed up my application development.","As a Compass user","I want a quick and discoverable access to export to language","So that I can easily find it and I can take advantage of it to speed up my application development.","As a Compass user<span class='highlight-text severity-high'> I want </span>a quick and discoverable access to export to language So that I can easily find it and<span class='highlight-text severity-high'> I can </span>take advantage of it to speed up my application development.","minimal","indicator_repetition","high",False
17080,"As a Compass user I want to specify the fields I want to import from CSV So that I can control what data I want to have in my collection and specify the schema","As a Compass user","I want to specify the fields I want to import from CSV","So that I can control what data I want to have in my collection and specify the schema","As a Compass user<span class='highlight-text severity-high'> I want to </span>specify the fields<span class='highlight-text severity-high'> I want to </span>import from CSV So that I can control what data<span class='highlight-text severity-high'> I want to </span>have in my collection and specify the schema","minimal","indicator_repetition","high",False
