"id","title","role","means","ends","highlight","kind","subkind","severity","false_positive"
24007,"As a Compass user, I would like the zero state experience to be similar to the experiences in other MongoDB Products.","As a Compass user",", I would like the zero state experience to be similar to the experiences in other MongoDB Products.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
24006,"Agg Pipeline Builder Create an icon to create insert a new stage inplace Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when agg pipelines.",NULL,"Agg Pipeline Builder Create an icon to create insert a new stage inplace Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when agg pipelines.",NULL,"Add for who this story is","well_formed","no_role","high",False
23994,"As an enterprise Compass user in a regulated industry, I need to use Compass without any outbound connections to MongoDB or third parties Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.","As an enterprise Compass user i","n a regulated industry, I need to use Compass without any outbound connections to MongoDB or third parties Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.",NULL,"As an enterprise Compass user in a regulated industry, I need to use Compass without any outbound connections to MongoDB<span class='highlight-text severity-high'> or </span>third parties Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.","atomic","conjunctions","high",False
23994,"As an enterprise Compass user in a regulated industry, I need to use Compass without any outbound connections to MongoDB or third parties Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.","As an enterprise Compass user i","n a regulated industry, I need to use Compass without any outbound connections to MongoDB or third parties Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.",NULL,"As an enterprise Compass user in a regulated industry, I need to use Compass without any outbound connections to MongoDB or third parties Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions<span class='highlight-text severity-high'>. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.</span>","minimal","punctuation","high",False
23994,"As an enterprise Compass user in a regulated industry, I need to use Compass without any outbound connections to MongoDB or third parties Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.","As an enterprise Compass user i","n a regulated industry, I need to use Compass without any outbound connections to MongoDB or third parties Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23996,"As a Compass user, I need the chat button to not obscure the Update , Delete buttons required for CRUD operations See comments","As a Compass user",", I need the chat button to not obscure the Update , Delete buttons required for CRUD operations See comments",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23939,"As a user with large documents I want to provide a filter or project before the documents view populates As a user with large documents I want to provide a filter or project before the documents view populates for speed and performance.","As a user with large documents","I want to provide a filter or project before the documents view populates As a user with large documents I want to provide a filter or project before the documents view populates for speed and performance.",NULL,"As a user with large documents I want to provide a filter<span class='highlight-text severity-high'> or </span>project before the documents view populates As a user with large documents I want to provide a filter or project before the documents view populates for speed<span class='highlight-text severity-high'> and </span>performance.","atomic","conjunctions","high",False
23939,"As a user with large documents I want to provide a filter or project before the documents view populates As a user with large documents I want to provide a filter or project before the documents view populates for speed and performance.","As a user with large documents","I want to provide a filter or project before the documents view populates As a user with large documents I want to provide a filter or project before the documents view populates for speed and performance.",NULL,"As a user with large documents<span class='highlight-text severity-high'> I want to </span>provide a filter or project before the documents view populates As a user with large documents<span class='highlight-text severity-high'> I want to </span>provide a filter or project before the documents view populates for speed and performance.","minimal","indicator_repetition","high",False
23940,"As a user with large documents I would like to have my documents collapsed to their ObjectID s by default As a user with large documents I would like to have my documents collapsed to their ObjectID s by default and then click to expand to see the whole document so that I can make the most of my screen real estate.","As a user with large docu","ments I would like to have my documents collapsed to their ObjectID s by default As a user with large documents I would like to have my documents collapsed to their ObjectID s by default and then click to expand to see the whole document","so that I can make the most of my screen real estate.","As a user with large documents I would like to have my documents collapsed to their ObjectID s by default As a user with large documents I would like to have my documents collapsed to their ObjectID s by default<span class='highlight-text severity-high'> and </span>then click to expand to see the whole document so that I can make the most of my screen real estate.","atomic","conjunctions","high",False
23940,"As a user with large documents I would like to have my documents collapsed to their ObjectID s by default As a user with large documents I would like to have my documents collapsed to their ObjectID s by default and then click to expand to see the whole document so that I can make the most of my screen real estate.","As a user with large docu","ments I would like to have my documents collapsed to their ObjectID s by default As a user with large documents I would like to have my documents collapsed to their ObjectID s by default and then click to expand to see the whole document","so that I can make the most of my screen real estate.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23938,"As an SA I would like to remove individual entries from my recent connections list As an SA I would like to remove individual entries from my recent connections list so that I can remove previous customer hostnames when demoing at other customers.","As an SA","I would like to remove individual entries from my recent connections list As an SA I would like to remove individual entries from my recent connections list","so that I can remove previous customer hostnames when demoing at other customers.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23943,"As a user I find the arrow in the json editor too small to click As a user I find the arrow in the json editor too small to click, please make it bigger.","As a user","I find the arrow in the json editor too small to click As a user I find the arrow in the json editor too small to click, please make it bigger.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23941,"As a user I would like to see the time it took to execute a query when the documents view loads As a user I would like to see the time it took to execute a query when the documents view loads.","As a user","I would like to see the time it took to execute a query when the documents view loads As a user I would like to see the time it took to execute a query when the documents view loads.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23942,"As a user I am confused between the history icon and the refresh icon As a user I am confused between the history icon and the refresh icon and I keep clicking history thinking its refresh.","As a user","I am confused between the history icon and the refresh icon As a user I am confused between the history icon and the refresh icon and I keep clicking history thinking its refresh.",NULL,"As a user I am confused between the history icon<span class='highlight-text severity-high'> and </span>the refresh icon As a user I am confused between the history icon and the refresh icon and I keep clicking history thinking its refresh.","atomic","conjunctions","high",False
23942,"As a user I am confused between the history icon and the refresh icon As a user I am confused between the history icon and the refresh icon and I keep clicking history thinking its refresh.","As a user","I am confused between the history icon and the refresh icon As a user I am confused between the history icon and the refresh icon and I keep clicking history thinking its refresh.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23955,"As a product manager I want telemetry in the agg pipeline builder As a product manager I want telemetry in the agg pipeline builder so I can see how our customers use the interface. Interesting questions to ask How long was spent building the pipeline? How many stages was the pipeline? What are the most frequently used stages? What are some common mistakes made? What is the size of the sample set by users? How often does someone get stuck writing a pipeline fail to create a valid pipeline?","As a product manager","I want telemetry in the agg pipeline builder As a product manager I want telemetry in the agg pipeline builder","so I can see how our customers use the interface. Interesting questions to ask How long was spent building the pipeline? How many stages was the pipeline? What are the most frequently used stages? What are some common mistakes made? What is the size of the sample set by users? How often does someone get stuck writing a pipeline fail to create a valid pipeline?","As a product manager I want telemetry in the agg pipeline builder As a product manager I want telemetry in the agg pipeline builder so I can see how our customers use the interface<span class='highlight-text severity-high'>. Interesting questions to ask How long was spent building the pipeline? How many stages was the pipeline? What are the most frequently used stages? What are some common mistakes made? What is the size of the sample set by users? How often does someone get stuck writing a pipeline fail to create a valid pipeline?</span>","minimal","punctuation","high",False
23955,"As a product manager I want telemetry in the agg pipeline builder As a product manager I want telemetry in the agg pipeline builder so I can see how our customers use the interface. Interesting questions to ask How long was spent building the pipeline? How many stages was the pipeline? What are the most frequently used stages? What are some common mistakes made? What is the size of the sample set by users? How often does someone get stuck writing a pipeline fail to create a valid pipeline?","As a product manager","I want telemetry in the agg pipeline builder As a product manager I want telemetry in the agg pipeline builder","so I can see how our customers use the interface. Interesting questions to ask How long was spent building the pipeline? How many stages was the pipeline? What are the most frequently used stages? What are some common mistakes made? What is the size of the sample set by users? How often does someone get stuck writing a pipeline fail to create a valid pipeline?","As a product manager<span class='highlight-text severity-high'> I want </span>telemetry in the agg pipeline builder As a product manager<span class='highlight-text severity-high'> I want </span>telemetry in the agg pipeline builder so I can see how our customers use the interface. Interesting questions to ask How long was spent building the pipeline? How many stages was the pipeline? What are the most frequently used stages? What are some common mistakes made? What is the size of the sample set by users? How often does someone get stuck writing a pipeline fail to create a valid pipeline?","minimal","indicator_repetition","high",False
23955,"As a product manager I want telemetry in the agg pipeline builder As a product manager I want telemetry in the agg pipeline builder so I can see how our customers use the interface. Interesting questions to ask How long was spent building the pipeline? How many stages was the pipeline? What are the most frequently used stages? What are some common mistakes made? What is the size of the sample set by users? How often does someone get stuck writing a pipeline fail to create a valid pipeline?","As a product manager","I want telemetry in the agg pipeline builder As a product manager I want telemetry in the agg pipeline builder","so I can see how our customers use the interface. Interesting questions to ask How long was spent building the pipeline? How many stages was the pipeline? What are the most frequently used stages? What are some common mistakes made? What is the size of the sample set by users? How often does someone get stuck writing a pipeline fail to create a valid pipeline?","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23949,"As a user I am confused if I can enter multiple replica members in the connect window","As a user I am confused if","I can enter multiple replica members in the connect window",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23953,"Upgrade to React 16.3.2 Let s get on the latest version of React 16.3.2 ",NULL,"Upgrade to React 16.3.2 Let s get on the latest version of React 16.3.2 ",NULL,"Add for who this story is","well_formed","no_role","high",False
23954,"As a user I want to write and enforce JSON Schema on my documents","As a user","I want to write and enforce JSON Schema on my documents",NULL,"As a user I want to write<span class='highlight-text severity-high'> and </span>enforce JSON Schema on my documents","atomic","conjunctions","high",False
23958,"As a product manager I would like to funnel more people to our Atlas business Scope A simple link to Sign up for an Atlas cluster in the UI.","As a product manager","I would like to funnel more people to our Atlas business Scope A simple link to Sign up for an Atlas cluster in the UI.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23957,"As a user who has logged in via kerberos, I want Compass to be a fully a kerberized application Use the logged in user context rather than prompt the user to reenter their un pwd.","As a user who has logged in via kerberos,","I want Compass to be a fully a kerberized application Use the logged in user context rather than prompt the user to reenter their un pwd.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23960,"Community Remove ability to toggle usage stats and auto updates on off There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates so they are always running the latest version. Let s remove those options from the privacy menu.",NULL,"Community Remove ability to toggle usage stats and auto updates on off There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates","so they are always running the latest version. Let s remove those options from the privacy menu.","Add for who this story is","well_formed","no_role","high",False
23960,"Community Remove ability to toggle usage stats and auto updates on off There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates so they are always running the latest version. Let s remove those options from the privacy menu.",NULL,"Community Remove ability to toggle usage stats and auto updates on off There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates","so they are always running the latest version. Let s remove those options from the privacy menu.","Community Remove ability to toggle usage stats<span class='highlight-text severity-high'> and </span>auto updates on off There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates so they are always running the latest version. Let s remove those options from the privacy menu.","atomic","conjunctions","high",False
23960,"Community Remove ability to toggle usage stats and auto updates on off There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates so they are always running the latest version. Let s remove those options from the privacy menu.",NULL,"Community Remove ability to toggle usage stats and auto updates on off There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates","so they are always running the latest version. Let s remove those options from the privacy menu.","Community Remove ability to toggle usage stats and auto updates on off There appears to be a regression in CC 1<span class='highlight-text severity-high'>.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates so they are always running the latest version. Let s remove those options from the privacy menu.</span>","minimal","punctuation","high",False
23960,"Community Remove ability to toggle usage stats and auto updates on off There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates so they are always running the latest version. Let s remove those options from the privacy menu.",NULL,"Community Remove ability to toggle usage stats and auto updates on off There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates","so they are always running the latest version. Let s remove those options from the privacy menu.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23963,"As a user I want support for binary subtype UUID","As a user","I want support for binary subtype UUID",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23965,"As A New User I Want To Generate Sample Data Using A GUI As a new user, I want to generate sample data using a GUI instead of editing a JSON Schema document, in order to start using my currently empty database.","As A New User","I Want To Generate Sample Data Using A GUI As a new user, I want to generate sample data using a GUI instead of editing a JSON Schema document,","in order to start using my currently empty database.","As A New User<span class='highlight-text severity-high'> I Want To </span>Generate Sample Data Using A GUI As a new user,<span class='highlight-text severity-high'> I want to </span>generate sample data using a GUI instead of editing a JSON Schema document, in order to start using my currently empty database.","minimal","indicator_repetition","high",False
23965,"As A New User I Want To Generate Sample Data Using A GUI As a new user, I want to generate sample data using a GUI instead of editing a JSON Schema document, in order to start using my currently empty database.","As A New User","I Want To Generate Sample Data Using A GUI As a new user, I want to generate sample data using a GUI instead of editing a JSON Schema document,","in order to start using my currently empty database.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23962,"As a French speaking Compass user I would prefer the user interface to use French instead of English Providing a version of Compass with the user interface translated to French would improve the user experience for corresponding users.","As a French speaking Compass user","I would prefer the user interface to use French instead of English Providing a version of Compass with the user interface translated to French would improve the user experience for corresponding users.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23977,"As a user I want duplicate my schema saved in Compass","As a user","I want duplicate my schema saved in Compass",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23983,"As a user I see a warning info banner explaining why my constructed PROJECT, SORT, SKIP, LIMIT options are not included as part of the exported query","As a user","I see a warning info banner explaining why my constructed PROJECT, SORT, SKIP, LIMIT options are not included as part of the exported query",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23985,"As a user I see a warning info banner explaining why my constructed query includes only my aggregation stages and not the additional aggregation syntax in my driver","As a user","I see a warning info banner explaining why my constructed query includes only my aggregation stages and not the additional aggregation syntax in my driver",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23995,"As a Compass user I want to install Compass Community via brew cask As a Compass user I want to install Compass Community via brew cask, like so ","As a Compass user","I want to install Compass Community via brew cask As a Compass user I want to install Compass Community via brew cask, like so",NULL,"As a Compass user<span class='highlight-text severity-high'> I want to </span>install Compass Community via brew cask As a Compass user<span class='highlight-text severity-high'> I want to </span>install Compass Community via brew cask, like so ","minimal","indicator_repetition","high",False
24006,"Agg Pipeline Builder Create an icon to create insert a new stage inplace Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when agg pipelines.",NULL,"Agg Pipeline Builder Create an icon to create insert a new stage inplace Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when agg pipelines.",NULL,"Agg Pipeline Builder Create an icon to create insert a new stage inplace Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling<span class='highlight-text severity-high'> and </span>also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when agg pipelines.","atomic","conjunctions","high",False
24006,"Agg Pipeline Builder Create an icon to create insert a new stage inplace Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when agg pipelines.",NULL,"Agg Pipeline Builder Create an icon to create insert a new stage inplace Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when agg pipelines.",NULL,"Agg Pipeline Builder Create an icon to create insert a new stage inplace Add a plus button next to the Delete button for each stage<span class='highlight-text severity-high'>. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when agg pipelines.</span>","minimal","punctuation","high",False
24009,"Use Cmd F to find field name to check value Feature request As a user who has documents with a large ish 100 number of keys, I want to be able to cmd F to search for the key Im looking for to check its value without having to scroll through reading over each key.",NULL,"Use Cmd F to find field name to check value Feature request As a user who has documents with a large ish 100 number of keys, I want to be able to cmd F to search for the key Im looking for to check its value without having to scroll through reading over each key.",NULL,"Add for who this story is","well_formed","no_role","high",False
24009,"Use Cmd F to find field name to check value Feature request As a user who has documents with a large ish 100 number of keys, I want to be able to cmd F to search for the key Im looking for to check its value without having to scroll through reading over each key.",NULL,"Use Cmd F to find field name to check value Feature request As a user who has documents with a large ish 100 number of keys, I want to be able to cmd F to search for the key Im looking for to check its value without having to scroll through reading over each key.",NULL,"Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23999,"Export and import favorite list As a Compass user I would like to export and import my favorite list so that other users may access the same hosts without having to type anything",NULL,"Export and import favorite list As a Compass user I would like to export and import my favorite list","so that other users may access the same hosts without having to type anything","Add for who this story is","well_formed","no_role","high",False
23999,"Export and import favorite list As a Compass user I would like to export and import my favorite list so that other users may access the same hosts without having to type anything",NULL,"Export and import favorite list As a Compass user I would like to export and import my favorite list","so that other users may access the same hosts without having to type anything","Export<span class='highlight-text severity-high'> and </span>import favorite list As a Compass user I would like to export and import my favorite list so that other users may access the same hosts without having to type anything","atomic","conjunctions","high",False
23999,"Export and import favorite list As a Compass user I would like to export and import my favorite list so that other users may access the same hosts without having to type anything",NULL,"Export and import favorite list As a Compass user I would like to export and import my favorite list","so that other users may access the same hosts without having to type anything","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
24025,"Agg. Pipeline settings As a Compass user I want to set sample size, number of docs in preview and maxTimeMS So that I have better control over how Compass is executing and displaying my pipeline.",NULL,NULL,"So that I have better control over how Compass is executing and displaying my pipeline.","Add what you want to achieve","well_formed","no_means","high",False
24025,"Agg. Pipeline settings As a Compass user I want to set sample size, number of docs in preview and maxTimeMS So that I have better control over how Compass is executing and displaying my pipeline.",NULL,NULL,"So that I have better control over how Compass is executing and displaying my pipeline.","Add for who this story is","well_formed","no_role","high",False
24025,"Agg. Pipeline settings As a Compass user I want to set sample size, number of docs in preview and maxTimeMS So that I have better control over how Compass is executing and displaying my pipeline.",NULL,NULL,"So that I have better control over how Compass is executing and displaying my pipeline.","Agg<span class='highlight-text severity-high'>. Pipeline settings As a Compass user I want to set sample size, number of docs in preview and maxTimeMS So that I have better control over how Compass is executing and displaying my pipeline.</span>","minimal","punctuation","high",False
24025,"Agg. Pipeline settings As a Compass user I want to set sample size, number of docs in preview and maxTimeMS So that I have better control over how Compass is executing and displaying my pipeline.",NULL,NULL,"So that I have better control over how Compass is executing and displaying my pipeline.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
24026,"Export to language discoverability As a Compass user I want a quick and discoverable access to export to language So that I can easily find it and I can take advantage of it to speed up my application development.",NULL,"Export to language discoverability As a Compass user I want a quick and discoverable access to export to language","So that I can easily find it and I can take advantage of it to speed up my application development.","Add for who this story is","well_formed","no_role","high",False
24026,"Export to language discoverability As a Compass user I want a quick and discoverable access to export to language So that I can easily find it and I can take advantage of it to speed up my application development.",NULL,"Export to language discoverability As a Compass user I want a quick and discoverable access to export to language","So that I can easily find it and I can take advantage of it to speed up my application development.","Export to language discoverability As a Compass user I want a quick<span class='highlight-text severity-high'> and </span>discoverable access to export to language So that I can easily find it and I can take advantage of it to speed up my application development.","atomic","conjunctions","high",False
24026,"Export to language discoverability As a Compass user I want a quick and discoverable access to export to language So that I can easily find it and I can take advantage of it to speed up my application development.",NULL,"Export to language discoverability As a Compass user I want a quick and discoverable access to export to language","So that I can easily find it and I can take advantage of it to speed up my application development.","Export to language discoverability As a Compass user<span class='highlight-text severity-high'> I want </span>a quick and discoverable access to export to language So that I can easily find it and<span class='highlight-text severity-high'> I can </span>take advantage of it to speed up my application development.","minimal","indicator_repetition","high",False
24026,"Export to language discoverability As a Compass user I want a quick and discoverable access to export to language So that I can easily find it and I can take advantage of it to speed up my application development.",NULL,"Export to language discoverability As a Compass user I want a quick and discoverable access to export to language","So that I can easily find it and I can take advantage of it to speed up my application development.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
24028,"Full screen stage editor As a Compass user I want more real estate for my stage editor So that I can see everything I type into the editor without a lot of scrolling, even when my stage contains a lot of code.",NULL,"Full screen stage editor As a Compass user I want more real estate for my stage editor","So that I can see everything I type into the editor without a lot of scrolling, even when my stage contains a lot of code.","Add for who this story is","well_formed","no_role","high",False
24028,"Full screen stage editor As a Compass user I want more real estate for my stage editor So that I can see everything I type into the editor without a lot of scrolling, even when my stage contains a lot of code.",NULL,"Full screen stage editor As a Compass user I want more real estate for my stage editor","So that I can see everything I type into the editor without a lot of scrolling, even when my stage contains a lot of code.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23926,"As a developer I want to understand what each pipeline operator does As a developer I want to understand what each pipeline operator does so I don t have to google for an explanation.","As a developer","I want to understand what each pipeline operator does As a developer I want to understand what each pipeline operator does","so I don t have to google for an explanation.","As a developer<span class='highlight-text severity-high'> I want to </span>understand what each pipeline operator does As a developer<span class='highlight-text severity-high'> I want to </span>understand what each pipeline operator does so I don t have to google for an explanation.","minimal","indicator_repetition","high",False
23926,"As a developer I want to understand what each pipeline operator does As a developer I want to understand what each pipeline operator does so I don t have to google for an explanation.","As a developer","I want to understand what each pipeline operator does As a developer I want to understand what each pipeline operator does","so I don t have to google for an explanation.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
23927,"As a user I want to refresh my documents list from the keyboard As a user I want to refresh my documents list from the keyboard so that I can Stick to a workflow I am familiar with Be more agile at the keyboard Not have to use my mouse","As a user","I want to refresh my documents list from the keyboard As a user I want to refresh my documents list from the keyboard","so that I can Stick to a workflow I am familiar with Be more agile at the keyboard Not have to use my mouse","As a user<span class='highlight-text severity-high'> I want to </span>refresh my documents list from the keyboard As a user<span class='highlight-text severity-high'> I want to </span>refresh my documents list from the keyboard so that I can Stick to a workflow I am familiar with Be more agile at the keyboard Not have to use my mouse","minimal","indicator_repetition","high",False
23928,"As a user I want to execute a query without leaving my keyboard As a user I want to execute a query without leaving my keyboard so I can be more agile and not have to use the mouse.","As a user","I want to execute a query without leaving my keyboard As a user I want to execute a query without leaving my keyboard","so I can be more agile and not have to use the mouse.","As a user<span class='highlight-text severity-high'> I want to </span>execute a query without leaving my keyboard As a user<span class='highlight-text severity-high'> I want to </span>execute a query without leaving my keyboard so I can be more agile and not have to use the mouse.","minimal","indicator_repetition","high",False
23928,"As a user I want to execute a query without leaving my keyboard As a user I want to execute a query without leaving my keyboard so I can be more agile and not have to use the mouse.","As a user","I want to execute a query without leaving my keyboard As a user I want to execute a query without leaving my keyboard","so I can be more agile and not have to use the mouse.","Use the most common template: As a, I want to, So that","uniform","uniform","medium",False
